place_id,name,s_latitude,n_latitude,w_longitude,e_longitude
755,Fit Cake by Lara Sweets,44.4420471,44.4426358,26.1174557,26.1181863
756,Restaurant Casa Brandusa,44.4162992,44.4165304,26.1235091,26.1241259
757,Greenful House,44.4383669,44.4384669,26.1259305,26.1260305
758,Restaurant Voievodal Baneasa,44.4903047,44.4908545,26.0795276,26.0801607
759,Profi Go,44.4910442,44.4914899,26.0795508,26.0799296
760,Papi's Restaurant-Bistro,44.4446134,44.4447436,25.9767736,25.9778916
761,Fast Food & Grill La Francezu Și Ai Lui,44.4436483,44.443926,25.9748388,25.9756914
762,Mignon Bistro,44.4338269,44.4340022,26.1607945,26.1610607
763,"Pub ""No Name""",44.4342623,44.4343623,26.1606086,26.1607086
764,AROMA by Chef Paul,44.4340559,44.4343335,26.1601991,26.1603003
765,No Name By Casa Ede,44.4340997,44.4342153,26.1607105,26.1609293
766,Restaurant Ge&Di,44.4346764,44.4347764,26.1620975,26.1621975
767,The Globe Restaurant,44.4339608,44.4341307,26.1607421,26.1609459
768,Restaurant SuperMercato,44.4552292,44.4561984,26.1632271,26.1637709
769,Restaurant ORIGINI LUCANE,44.4552292,44.4561984,26.1632271,26.1637709
770,SNAQ,44.4856456,44.4858193,26.0381027,26.0383433
771,Gecris Terasa,44.4851855,44.4852855,26.0387493,26.0388493
772,Aubergine,44.4634415,44.4636539,26.0845777,26.0848888
773,Bolta Rece,44.4640732,44.4641732,26.0848191,26.0849191
774,Work’s Coffee Shop,44.4632087,44.4633087,26.0844187,26.0845187
775,Terasa lu’ Nea Dan,44.398103,44.398203,26.0790061,26.0791061
776,Alexander Ballroom / Events Hall,44.4910056,44.4917347,26.1169325,26.1177436
777,Boabe și Struguri,44.4793295,44.4794295,26.0934418,26.0935418
778,La Tartine,44.4305482,44.4306482,26.0736266,26.0737266
779,Jazzbook,44.4304179,44.4305826,26.0747765,26.0750312
780,KiCEN • Snek Bar și Băcănie • Cotroceni,44.4304179,44.4305826,26.0747765,26.0750312
781,Gargantua in the Park,44.4430598,44.4432223,26.1044099,26.1046002
782,Gargantua Anniversaire,44.4427106,44.4428106,26.1051904,26.1052904
783,Kanpai,44.4621126,44.4622126,26.0992166,26.0993166
784,Restaurantul Maccheroni,44.4621424,44.4622424,26.0994283,26.0995283
785,寿司店,44.4621126,44.4622126,26.0992166,26.0993166
786,Pedro's Autoservire,44.4138751,44.4139751,26.0870965,26.0871965
787,Restaurant Dima's,44.4137432,44.4138432,26.0867757,26.0868757
788,Food 4 Friends,44.4139592,44.4140592,26.0867607,26.0868607
789,Klauss Pizza & Coffee,44.4140903,44.4141903,26.0861513,26.0862513
790,Stradale Expo,44.4733345,44.4734345,26.054849,26.054949
791,El Padre Coffee Shop & Roastery,44.4728145,44.4729145,26.0546029,26.0547029
792,Boom Doner,44.3793288,44.3794288,26.1702491,26.1703491
793,București Sud,44.4197938,44.4297938,26.2200865,26.2300865
794,Restaurant Terasa Casa Ionesco,44.3981259,44.3982259,26.0448297,26.0449297
795,Sport Bar & Grill,44.3979459,44.3980459,26.04443,26.04453
796,Restaurant - LA IULICĂ,44.3980404,44.3981404,26.0447527,26.0448527
797,Throwback Coffee,44.4293339,44.4294339,26.069958,26.070058
798,Profi Go,44.3713602,44.3716583,26.153403,26.1537228
799,Las Vegas Games,44.3708845,44.3711474,26.1529189,26.1533798
800,Wildwood Coffee & Cocktail Bar,44.4520623,44.4523076,26.0748846,26.0755555
801,Pe Motoare,44.4599115,44.4600115,26.0464841,26.0465841
802,Riviera Park,44.4333846,44.4337233,26.1440943,26.1446354
803,Narghilea Cafe Riviera,44.4328574,44.4329574,26.1450298,26.1451298
804,Restaurantul TRACIA,44.4329868,44.4398949,26.1456161,26.156062
805,BOILER @ The Muse,44.4840332,44.4844639,26.0730486,26.0735143
806,Cooperativa FRUFRU,44.4824429,44.484195,26.0717853,26.0726725
807,Dristor Doner Kebap,44.4340653,44.4342671,26.0531057,26.0536148
808,Starbucks,44.4348026,44.4355666,26.0532407,26.0539228
809,Luca,44.4337117,44.4338117,26.0540749,26.0541749
810,Fabrica de Ciorbe,44.4341891,44.4342891,26.0540386,26.0541386
811,Profi Super,44.3783381,44.3789812,26.1355976,26.1363523
812,Carol's,44.3776718,44.3777718,26.1360177,26.1361177
813,U Café by N (UZIN COFFEE SHOP),44.4511416,44.4523169,26.0903907,26.0904498
814,Hambar Brasserie,44.4623039,44.4624039,26.0857229,26.0858229
815,Waterloo,44.4372112,44.4374091,26.1210706,26.121699
816,Trattoria No.10,44.4378779,44.4379779,26.1224517,26.1225517
817,Burger King,44.3914766,44.3921183,26.1202114,26.1207685
818,Ciorbe si Placinte - Berceni,44.3916367,44.3922425,26.1206412,26.1216628
819,Sasha & Vlad Company-Piata Sudului,44.3914766,44.3921183,26.1202114,26.1207685
820,Xanadu,44.4173667,44.4174667,26.174148,26.174248
821,Casa Anca,44.4165833,44.4166833,26.1754753,26.1755753
822,Casa Rivoli,44.4169207,44.4170207,26.173874,26.173974
823,Hasmir Kebap 2,44.36676,44.367014,26.1542667,26.1546794
824,The Brasserie,44.36676,44.367014,26.1542667,26.1546794
825,Joy by Domi'sLand,44.3671782,44.3679594,26.1544844,26.1551388
826,Hot Woks,44.4846003,44.4846921,26.03789,26.0380073
827,BAR HOUSE,44.4846003,44.4846921,26.03789,26.0380073
828,McDonald's Pipera,44.4918003,44.4920602,26.1262089,26.1263674
829,Emergency meeting,44.4918003,44.4920602,26.1262089,26.1263674
830,Casa Daniela Bistro Bar Grill,44.4312367,44.4313367,25.9964378,25.9965378
831,"Pikandy Plus, Pizza Sector 5",44.3926954,44.3945298,26.001782,26.0067703
832,One Minute Pizza,44.3926954,44.3945298,26.001782,26.0067703
833,Pizza Davidone,44.4242317,44.4243317,26.0953814,26.0954814
834,Magic Sushi Bucuresti,44.425657,44.425757,26.0951863,26.0952863
835,Bar Italiano,44.48867,44.48877,26.05155,26.05165
836,Casa Comana,44.4724567,44.4727926,26.0568476,26.0573097
837,Comana Express,44.4724567,44.4727926,26.0568476,26.0573097
838,Restaurantul Marele Paharnic,44.4724567,44.4727926,26.0568476,26.0573097
839,Hop Hooligans Taproom,44.4406651,44.440804,26.1042609,26.1045466
840,Londohome,44.4405462,44.4406462,26.1035371,26.1036371
841,The Corndog Caravan,44.4404898,44.4405898,26.104444,26.104544
842,Newton Bar,44.4409227,44.4410227,26.1045807,26.1046807
843,Fadel,44.4411368,44.4412368,26.1045282,26.1046282
844,MERKANA Grill & Kebab,44.4243489,44.4244489,26.1183591,26.1184591
845,Good grill,44.4259467,44.4262827,26.1119451,26.1189698
846,BBQ La Jar Traian,44.4243489,44.4244489,26.1183591,26.1184591
847,Bucataria lu' Peste Traian,44.4243489,44.4244489,26.1183591,26.1184591
848,Kraft 13,44.4874418,44.4889191,26.0655523,26.0684508
849,Pizza Ventisei,44.4076397,44.4077397,26.0945907,26.0946907
850,Tacos Factory,44.4324769,44.4327104,26.1474781,26.1476476
851,Restaurant Dacia,44.4326688,44.4327688,26.1469316,26.1470316
852,Templul Soarelui,44.4407028,44.4408028,26.1195707,26.1196707
853,Foishor,44.4399949,44.4400949,26.1204668,26.1205668
854,Chef Atelier by Cezar Munteanu,44.4415767,44.4416767,26.1256545,26.1257545
855,PizzaPPH CallCenter,44.4405583,44.4406583,26.1254214,26.1255214
856,Cetatea Berarilor,44.4146443,44.415606,26.153685,26.1551457
857,La nea ion,44.415373,44.415473,26.1544111,26.1545111
858,Shaormeria Baneasa,44.4606832,44.4609563,26.0717552,26.0720765
859,Duta Residence,44.442832,44.4431401,26.0050914,26.0053508
860,ESCOBAR EVENTS,44.4239321,44.4241789,26.0827655,26.0830541
861,Dristor,44.4200611,44.4201611,26.1399324,26.1400324
862,5 To Go,44.419889,44.4201609,26.1387942,26.1392182
863,Xpress Events,44.4778724,44.4782426,26.1074865,26.1082755
864,HARE,44.4665701,44.4667817,26.0843745,26.0846275
865,Terasa Baraka,44.4664911,44.4700251,26.0774671,26.0853341
866,Minerva Hotel,44.449028,44.4494922,26.0906007,26.0914216
867,Maze Gentlemen's Club,44.4503828,44.4504828,26.0909837,26.0910837
868,Veranda Casa Frumoasă,44.4501993,44.4503734,26.0906607,26.0909156
869,Restaurant Nan Jing,44.449028,44.4494922,26.0906007,26.0914216
870,La Iris,44.4386637,44.4387637,26.0676115,26.0677115
871,La Bottega dei Sapori,44.4387402,44.4388402,26.0668712,26.0669712
872,Mumbai Cotroceni,44.4375222,44.4376222,26.0681225,26.0682225
873,Bread Community Cotroceni,44.4374027,44.4376665,26.067914,26.0681382
874,Bucataria mea,44.4125544,44.4134728,26.1013848,26.1025764
875,Bistro Lanka,44.4363423,44.4364423,26.1213292,26.1214292
876,Restaurant Mandaloun,44.4839286,44.4840286,26.0919059,26.0920059
877,Bistro Caramfil,44.4825667,44.4827908,26.0926385,26.0928631
878,Sara Green,44.483115,44.4836411,26.0910112,26.0920365
879,Coffee 2 Go Caramfil,44.483115,44.4836411,26.0910112,26.0920365
880,Las Vegas Games,44.4467622,44.4469489,25.9887337,25.9892302
881,Jerry's Pizza Militari,44.4461795,44.4462795,25.9878101,25.9879101
882,The Spice,44.4461795,44.4462795,25.9878101,25.9879101
883,Royal Sushi House,44.4461863,44.4462863,25.9879254,25.9880254
884,Luu Pizza,44.4460467,44.4463563,25.9881048,25.9885664
885,Simba's Food,44.4461795,44.4462795,25.9878101,25.9879101
886,Royal Fried Chicken,44.4460467,44.4463563,25.9881048,25.9885664
887,RFC,44.4460467,44.4463563,25.9881048,25.9885664
888,Magazin Vinuri,44.4167604,44.4168604,26.0818868,26.0819868
889,Grill La Vlad,44.4169387,44.4170387,26.0805524,26.0806524
890,GRABit Pastrami Bar (Cartierul Evreiesc),44.4289203,44.4290203,26.1104605,26.1105605
891,Profi Super,44.3919531,44.3920531,26.0071504,26.0072504
892,Gratarul cu carbuni m81,44.3689401,44.3690401,26.1339498,26.1340498
893,Irina Sistem de introducere de rate,44.4048235,44.4049235,26.2182401,26.2183401
894,La Cocoșatu,44.4943156,44.4945078,26.0822897,26.0827894
895,Stretton plugin,44.4082531,44.4094379,26.196329,26.1974711
896,AVO Brunch,44.5145969,44.5146969,26.0826514,26.0827514
897,Tokidam,44.50336,44.50346,26.06001,26.06011
898,Bread & Spices,44.4789304,44.4790568,26.0945466,26.0948143
899,Plantini One Herastrau Plaza,44.4784606,44.4789835,26.0939965,26.0943443
900,Amoom,44.4784606,44.4789835,26.0939965,26.0943443
901,Ciorbărie,44.4795786,44.4797254,26.0950461,26.0957064
902,Pasta Del Popolo,44.4784606,44.4789835,26.0939965,26.0943443
903,Cannoleria.Nordului (Cannoleria To Go),44.4789304,44.4790568,26.0945466,26.0948143
904,UNDA Open Cuisine,44.4860151,44.4879125,26.0661255,26.0686097
905,Mozzafiato Ristorante & Lounge,44.4611577,44.461502,26.1008268,26.1010864
906,Trattoria Il Calcio,44.4624334,44.4628949,26.1015899,26.1018112
907,Las Vegas Games,44.4618557,44.4620253,26.1009544,26.1011399
908,Bun şi Tot ...şi poftă bună,44.4615356,44.4616356,26.1015529,26.1016529
909,Burgeri si Oase,44.450389,44.450489,26.0784958,26.0785958
910,Stage Pizza,44.3679192,44.3688872,26.1215041,26.1228707
911,5 to go,44.3816379,44.3820377,26.1514035,26.1518409
912,Kaufland Grill,44.4347827,44.4354906,26.1744101,26.1760802
913,TED'S COFFEE CO.,44.4262179,44.4263179,26.0612036,26.0613036
914,Casa Luminița,44.4095879,44.4099093,26.1833975,26.1838035
915,Restaurant Stejarii,44.5150753,44.5171006,26.0682089,26.0708997
916,PIZZA EST BUCURESTI,44.4570354,44.4573808,26.1282729,26.128602
917,Refresh Point,44.4373659,44.4374659,26.1981415,26.1982415
918,Irisului,44.4377992,44.4378992,26.1972526,26.1973526
919,McDonald's Liberty Center,44.4141633,44.4159153,26.0789228,26.0810105
920,KFC Liberty,44.4141633,44.4159153,26.0789228,26.0810105
921,Jerry's Pizza Rahova,44.4141633,44.4159153,26.0789228,26.0810105
922,Duman Oriental Cuisine,44.4296797,44.4301854,26.1340261,26.1349058
923,Juicy Crab,44.4301254,44.4307751,26.134961,26.1360287
924,Loka Lounge,44.4301254,44.4307751,26.134961,26.1360287
925,Pink Brasserie,44.4296797,44.4301854,26.1340261,26.1349058
926,5 to go- Decebal,44.4296633,44.43032,26.1355411,26.1365616
927,Romana Garden,44.4301254,44.4307751,26.134961,26.1360287
928,La Plăcinte,44.4268618,44.4272101,26.1112474,26.1117926
929,Starbucks,44.4268618,44.4272101,26.1112474,26.1117926
930,Jap Caffe,44.4268618,44.4272101,26.1112474,26.1117926
931,Calderon 18,44.4377891,44.4378891,26.1057197,26.1058197
932,Echoes Haus,44.4378689,44.4380811,26.1060155,26.1062069
933,Kane,44.4376231,44.4377231,26.1061418,26.1062418
934,Backyard Pizza Events,44.470162,44.470262,26.0089788,26.0090788
935,Gradina Uverturii,44.4366655,44.4367655,26.0333054,26.0334054
936,Trenta Pizza Uverturii,44.4367509,44.4368509,26.033215,26.033315
937,mEAT AWAY,44.4245747,44.4246747,26.0086577,26.0087577
938,Pizza Hut,44.4433228,44.4436791,26.1184767,26.1189545
939,KFC,44.4433228,44.4436791,26.1184767,26.1189545
940,BCheese Mosilor - Pasta Restaurant,44.4434423,44.4437027,26.1198214,26.1204915
941,Profi Super,44.4435948,44.4438781,26.1178626,26.1185531
942,Ciorbe și Plăcinte,44.4439394,44.4442611,26.1192492,26.1195685
943,Ana Pan Traian,44.4434423,44.4437027,26.1198214,26.1204915
944,Cofetaria Armand Mosilor,44.4438724,44.444148,26.1188281,26.1193797
945,DESSIREE,44.4434423,44.4437027,26.1198214,26.1204915
946,Crama La Sorinescu,44.4184651,44.4192307,26.1261902,26.1272576
947,Mama Mia Pizzeria,44.4345469,44.4441475,26.0379294,26.0572903
948,Crib,44.4092571,44.4095013,26.1461485,26.1466048
949,Primo,44.4233597,44.4234597,26.0248086,26.0249086
950,Floandy food,44.398395,44.398495,26.0589709,26.0590709
951,Edyadr,44.3991448,44.3992448,26.0588602,26.0589602
952,Restaurant MIVAS,44.4114421,44.4116879,26.0888443,26.0890092
953,Viilor Kebap,44.4104479,44.4110666,26.0882775,26.0890771
954,Zexe Braserie,44.4646674,44.4647674,26.0857641,26.0858641
955,Vin Fiert ca-n povesti 106,44.4262406,44.428357,26.0909987,26.0923925
956,Oktoberfest,44.4262406,44.428357,26.0909987,26.0923925
957,Zeneea Conac,44.4387774,44.4388774,26.1211302,26.1212302
958,Sumeshi,44.4388205,44.4389205,26.1224915,26.1225915
959,Again Pizza & Burgers,44.4394208,44.4397233,26.1212724,26.1217786
960,Pizzetta,44.4386647,44.4387647,26.1222632,26.1223632
961,Profi Go,44.4274167,44.42773,26.0970789,26.0979354
962,4You Coffee Shop,44.4273583,44.4274984,26.0986263,26.0993344
963,Bubble Sip & Go,44.3834657,44.3837152,26.1145082,26.1147376
964,Grill La Family,44.4204529,44.4205529,26.1925745,26.1926745
965,AGAVE Restaurant,44.4899346,44.4922009,26.1181858,26.1200814
966,21 PUB Innovator,44.4355827,44.4356827,26.0199376,26.0200376
967,Casa Cu Pauni,44.3808353,44.3850715,26.1634709,26.1682428
968,SUNDAY MORNING Stejarii,44.5119168,44.5153702,26.0704601,26.0726221
969,Cafe Le Mans,44.4732857,44.473837,26.0576191,26.0583033
970,Dodo Pizza,44.4350264,44.4351264,26.0342085,26.0343085
971,Pizzeria Luca,44.4345076,44.4347748,26.0353839,26.0357718
972,Mercato Kultur,44.459566,44.459666,26.0876052,26.0877052
973,ISAN Thai Kitchen,44.4596382,44.4597382,26.0879383,26.0880383
974,The Bus Specialty Coffee,44.4606407,44.4607407,26.0884649,26.0885649
975,Mercato Bar,44.4596382,44.4597382,26.0879383,26.0880383
976,Restaurant Le Blanc,44.4231613,44.4235314,26.0117579,26.0122445
977,Rainbow Coffee&more,44.4284678,44.4291823,26.1337588,26.1348585
978,Treevi Pizza & Gin Bar,44.4650054,44.4653855,26.1009598,26.1015144
979,Maroon Bistro Cafe,44.4215248,44.4220377,26.1173086,26.1177774
980,TIME 4 PIZZA,44.4208424,44.4217399,26.1158133,26.1166526
981,Las Vegas Games,44.4208299,44.4214712,26.1166462,26.1173245
982,Restaurant cubanez La Negra București,44.4425304,44.4426304,26.1203408,26.1204408
983,Autoservire Foișor,44.4423385,44.4425032,26.1204621,26.1206679
984,Champions Sports Bar,44.4250505,44.4264026,26.0757736,26.0775573
985,JW Steakhouse,44.4250505,44.4264026,26.0757736,26.0775573
986,CUCINA,44.4250505,44.4264026,26.0757736,26.0775573
987,Burger shop by Preda's,44.4213613,44.4214613,26.1331115,26.1332115
988,Perenna Cafe,44.4334345,44.4336965,26.162545,26.1629624
989,Restaurant Ruse,44.3958385,44.3959385,26.0598096,26.0599096
990,Taman Bun - Mici Gratar Pastrama Cotlet Bucurestii Noi,44.48982,44.48992,26.03041,26.03051
991,CIAO CUISINE,44.4169464,44.4170464,26.1771173,26.1772173
992,Grătar,44.416735,44.416835,26.176513,26.176613
993,STEAM Coffee Shop,44.4530944,44.4532201,26.1067629,26.1090622
994,Yummy Bubble Tea & Coffee,44.4530944,44.4532201,26.1067629,26.1090622
995,Golden Blitz Restaurant,44.4292054,44.4296357,26.0602083,26.0605474
996,VIP Obsession,44.4264197,44.4265538,26.0978877,26.0985767
997,Restaurant You&Me,44.3882454,44.3883454,26.1094135,26.1095135
998,Le Petit Paris by Chef Samuel,44.458699,44.458799,26.0929666,26.0930666
999,Trattoria Il Calcio Delea Veche,44.433066,44.433166,26.1282447,26.1283447
1000,Gorilla's Crazy Burgers,44.4344462,44.4345462,26.0191666,26.0192666
1001,Presto Pizza Gorjului,44.4342732,44.4343732,26.0200689,26.0201689
1002,Las Vegas Games,44.4335952,44.4338228,26.0183514,26.0204405
1003,5 To Go,44.4533008,44.4542493,26.1290347,26.1306851
1004,La Cena,44.4419664,44.44215,26.1056287,26.1058451
1005,Chinese Garden,44.4420407,44.4421407,26.1055492,26.1056492
1006,Dodo Pizza,44.416211,44.416311,26.1413295,26.1414295
1007,Nicu Food Chitila,44.4924109,44.4933503,26.0061187,26.0074352
1008,Restaurant Terasa AMe,44.4833098,44.4834098,26.1637715,26.1638715
1009,Il pizzaiolo pizza napoletana,44.4324794,44.4325794,26.1443509,26.1444509
1010,La micul de Aur,44.4333846,44.4337233,26.1440943,26.1446354
1011,Terasă sezoniera,44.4333846,44.4337233,26.1440943,26.1446354
1012,Gratarul din Allep,44.4706667,44.4707667,26.1456758,26.1457758
1013,مطعم مشاوي حلب,44.4711439,44.4712439,26.1457574,26.1458574
1014,MC&Prest Prod,44.471031,44.471131,26.1456586,26.1457586
1015,Domino's Pizza Ghencea,44.4108248,44.4115353,26.0154516,26.0161509
1016,5 To Go,44.4215479,44.4226004,26.011032,26.012464
1017,Pizza Hut Delivery Drumul Taberei,44.4215479,44.4226004,26.011032,26.012464
1018,Spoonful Restaurant,44.4462699,44.4468786,26.0643418,26.0654204
1019,Pasta Madre,44.4462699,44.4468786,26.0643418,26.0654204
1020,Calif,44.4345445,44.4347244,26.0399554,26.040588
1021,Valencia,44.4345445,44.4346468,26.0419666,26.0420549
1022,5 To Go,44.4345275,44.4346397,26.0409838,26.0412739
1023,Ava Grill,44.4114996,44.4115996,26.1967795,26.1968795
1024,Shaorma Pallady,44.4114996,44.4115996,26.1967795,26.1968795
1025,Pizzaru,44.4114996,44.4115996,26.1967795,26.1968795
1026,La Oancă,44.4117097,44.4118097,26.1969839,26.1970839
1027,Colțu` Berarilor,44.4090416,44.4091659,26.0700206,26.0702071
1028,Tort de Bezea,44.4534523,44.4535981,26.094492,26.0946314
1029,Pranz Delicios,44.4526784,44.4527784,26.0957183,26.0958183
1030,Saint Roastery Specialty Coffee,44.4513536,44.4514536,26.0783169,26.0784169
1031,The Dubliner,44.4522893,44.4524718,26.0768944,26.0777365
1032,Machhapuchhre Asian Restaurant& Bar,44.4516647,44.451952,26.076494,26.0770088
1033,Ana Pan Titulescu,44.451811,44.4519098,26.0770002,26.0776581
1034,Rudy's,44.451811,44.4519098,26.0770002,26.0776581
1035,5 To Go,44.4619169,44.4624462,26.0729566,26.0735101
1036,Restaurant Allucinante,44.4245802,44.4247331,26.0793561,26.0796988
1037,Chicken Staff,44.4245321,44.424777,26.0774273,26.0779095
1038,Casa Vitan,44.4058433,44.4060809,26.1478469,26.1487722
1039,SENSIO LIVING,44.4695227,44.4696227,26.1043563,26.1044563
1040,Manay,44.437658,44.4382852,26.012723,26.0141161
1041,Una Mică La Georgică,44.4385891,44.4386891,26.0128431,26.0129431
1042,Timișoreana Bar,44.4508112,44.4510895,26.0426444,26.0432208
1043,Midnight Trattoria,44.3915499,44.3916499,26.0731159,26.0732159
1044,Al Emir Shaorma,44.3861462,44.3877039,26.1080836,26.1097246
1045,5 To Go,44.3879022,44.3880022,26.1095088,26.1096088
1046,Profi Super,44.4057838,44.4059828,26.0748681,26.075335
1047,Shaorma La Tzancă,44.4062269,44.4063755,26.0753217,26.0755805
1048,Botanic Restaurant,44.3988881,44.4034837,26.1058294,26.1128175
1049,La TOTO,44.3906879,44.3908444,26.0868968,26.0870989
1050,Food shop,44.4432665,44.443493,25.9920552,25.9923152
1051,Le Bab Fried Chicken - Timpuri Noi,44.4180799,44.4188118,26.1197654,26.1200444
1052,Soulandheart,44.4180799,44.4188118,26.1197654,26.1200444
1053,La Tigaia Pofticioasă,44.4056984,44.4057984,26.1856404,26.1857404
1054,Pizza Sara,44.4863818,44.4864818,26.1759764,26.1760764
1055,Restaurant&FastFood MIORITA,44.4744614,44.4745614,26.1517144,26.1518144
1056,Luciano's Quick & Fresh,44.4743999,44.4744999,26.1515926,26.1516926
1057,Pizzeria Da Valentino,44.4736897,44.4737897,26.150737,26.150837
1058,La Finca by Alioli,44.451861,44.451961,26.0960644,26.0961644
1059,Casa Espana by Alioli,44.4516499,44.4517499,26.0954563,26.0955563
1060,Sole Restaurant - Etaj 15,44.4522695,44.4526501,26.0952025,26.0957178
1061,Fine Taste,44.4522695,44.4526501,26.0952025,26.0957178
1062,BEAT bar umanist,44.4403274,44.4404934,26.0722102,26.0724523
1063,Restaurant Calise,44.4398294,44.4403636,26.0698599,26.0706358
1064,Saucy Pizzerie Artizanala,44.4403274,44.4404934,26.0722102,26.0724523
1065,La Baieti,44.3899652,44.3900652,26.0536111,26.0537111
1066,Terasa De Lemn,44.4580195,44.4581195,26.109068,26.109168
1067,Black Habit,44.445086,44.445186,26.0843317,26.0844317
1068,Old Kitchen,44.4462296,44.4463296,26.0844078,26.0845078
1069,Restaurant Hong Kong,44.4451889,44.4452889,26.0839529,26.0840529
1070,Al Pastor by MAT,44.4450831,44.4451831,26.0850765,26.0851765
1071,SPUMANTERIA,44.4451033,44.4452033,26.085349,26.085449
1072,Sisesti,44.4995038,44.4999688,26.0649066,26.065861
1073,Bone Restaurant,44.4686666,44.4687666,26.103493,26.103593
1074,La Nenea Iancu,44.4308036,44.4309036,26.1149348,26.1150348
1075,7o’clock,44.4415869,44.4416869,26.121434,26.121534
1076,Food Express Catering,44.3908308,44.3909308,26.1031085,26.1032085
1077,Terasa Lacul Morii Parc,44.4502361,44.4505792,26.0430456,26.0434295
1078,Embassy Gallery,44.4454581,44.4455581,26.0994784,26.0995784
1079,ORYGYNS Specialty Coffee (Romana),44.4438865,44.4439865,26.0992671,26.0993671
1080,Trattoria Adagio,44.4450136,44.4451657,26.0990379,26.0993706
1081,Autoservire Lahovari,44.4451067,44.4452067,26.1008162,26.1009162
1082,Dristor Kebap,44.4570516,44.4576065,26.1304985,26.130972
1083,Teiul Doamnei,44.4571742,44.4574976,26.1294927,26.1298168
1084,LATTE coffee to go,44.4570516,44.4576065,26.1304985,26.130972
1085,La Petre,44.4249677,44.4250677,26.1706752,26.1707752
1086,Gyros Thessalonikis - Popesti-Leordeni,44.3754298,44.3755298,26.1513899,26.1514899
1087,Stefano pizza,44.3754298,44.3755298,26.1513899,26.1514899
1088,Roz Cafe,44.4361907,44.436422,26.0354753,26.0357416
1089,Original David's Food,44.4355094,44.4362643,26.0340434,26.0346592
1090,Vino Retail,44.4611639,44.4613665,26.0892238,26.0894982
1091,Dristor Doner Kebap,44.4169756,44.4170756,26.1039085,26.1040085
1092,Restaurant La Gil,44.4941283,44.4943118,26.0828993,26.0831837
1093,Pinoccio,44.4253777,44.4254777,26.1358505,26.1359505
1094,Murad Cafe-Restaurant,44.4651212,44.4652212,26.0669762,26.0670762
1095,Taverna Marelui Paharnic,44.4657088,44.46613,26.0665193,26.0671792
1096,La Domenii kebap,44.4656225,44.4657225,26.0662992,26.0663992
1097,Trenta Pizza Ghencea,44.4157451,44.4159223,26.048636,26.0489571
1098,SUT RING ASIA FAST,44.4157092,44.4160553,26.0470159,26.0473264
1099,AP Kebab Ghencea,44.4156415,44.4159875,26.0491032,26.0491717
1100,Milu Café,44.4407863,44.4408863,26.1019705,26.1020705
1101,Yolk - the egg station,44.4402071,44.4405904,26.1016592,26.1018912
1102,Qzine,44.4402104,44.4403788,26.1018585,26.1019555
1103,Sale Dolce Restaurant,44.4336172,44.4337172,26.1121267,26.1122267
1104,Stretto Plug In - Leroy Sun Plaza,44.3964235,44.397135,26.1225392,26.1245315
1105,shandra'ma,44.4494252,44.4495252,26.0804347,26.0805347
1106,KungFu King Auchan Titan,44.4224997,44.4228585,26.1788969,26.1792557
1107,Green Bistro,44.4304615,44.4305615,26.150259,26.150359
1108,Games & Ganga,44.4291465,44.4292465,26.1501682,26.1502682
1109,Meow,44.4573565,44.4583601,26.0026004,26.0031583
1110,Profi Standard,44.4450472,44.4451841,25.9774085,25.9780633
1111,Cochet Garden,44.4242734,44.4282074,26.1540015,26.1588859
1112,6 Summer Salsa Club,44.4738314,44.4800738,26.0607268,26.0709439
1113,La Colț,44.4738314,44.4800738,26.0607268,26.0709439
1114,LA FRAȚI - FAST FOOD & GRILL,44.48591,44.48601,26.03308,26.03318
1115,5 to go Piața 16 Februarie,44.48591,44.48601,26.03308,26.03318
1116,Starbucks,44.5083319,44.5109791,26.0864832,26.0899938
1117,McDonald's Carrefour Băneasa,44.5083319,44.5109791,26.0864832,26.0899938
1118,Trattoria Buongiorno,44.5083319,44.5109791,26.0864832,26.0899938
1119,Emre Baklava Baneasa Mall,44.5083319,44.5109791,26.0864832,26.0899938
1120,Shaormeria Băneasa Bioterra,44.498908,44.4990249,26.0642082,26.0643124
1121,Mari work,44.4229912,44.4230912,25.9917873,25.9918873
1122,5 to go - Rahova,44.4046825,44.4049906,26.0604949,26.0611228
1123,Las Vegas Games,44.4046825,44.4049906,26.0604949,26.0611228
1124,CIZ Wine Bar & More,44.4294537,44.4295537,26.1164731,26.1165731
1125,Trattoria Giovanni,44.39924,44.3997492,26.0981887,26.0988736
1126,Cafe Bar Cărămizi,44.4006798,44.4007798,26.0981392,26.0982392
1127,Bianco,44.4695927,44.472583,26.1121051,26.1159797
1128,DonCafe Brasserie,44.4594799,44.4595799,26.0929745,26.0930745
1129,Ai Sushi Bar,44.4593012,44.4594012,26.0936624,26.0937624
1130,Petite,44.4599651,44.4600651,26.0933731,26.0934731
1131,Klaud by Influence,44.4593012,44.4594012,26.0936624,26.0937624
1132,Exile,44.459691,44.459791,26.0923824,26.0924824
1133,Restaurant La Teu,44.446117,44.446217,26.1247068,26.1248068
1134,@ The Lake,44.420816,44.4210074,26.1584708,26.1587401
1135,Casa Oprescu,44.4065773,44.4066773,26.1120918,26.1121918
1136,Restaurant Thalia,44.4162357,44.4163357,26.1068895,26.1069895
1137,Restaurant IDM Club,44.4414177,44.4447846,26.0476726,26.0492847
1138,Tasty Box,44.49777,44.49787,26.02889,26.02899
